label,t_min,co2_ppm,t_air,rh,uBoil,uCO2,uLamp,uVent,lamp_kwh_step,heat_kwh_step,Pn_gross_ch2o,Pn_net_co2,resp_growth,resp_maint,parCan,fruit_growth_dm,profit,elec_cost,heat_cost,lamp_kwh_cum,heat_kwh_cum,energy_kwh_cum,Pn_cum_co2_mg_m2
default RB,2970.0,706.5520629882812,19.62528419494629,86.98650360107422,0.6713108508436122,0.012438841626870815,1.0,0.08396030091251677,0.029,0.021817602652417396,0.33429580641551104,0.31246704692509475,0.06691153446307864,0.05433856174740025,160.60775947804203,132.21020617360773,-0.007425971573487711,0.0087,0.0019635842129588125,0.14500000000000002,3.653150265516276,3.798150265516276,40303.110728469204
default RB,2985.0,970.1559448242188,18.789396286010742,88.81079864501953,0.003144107531740784,0.9820436825485271,1.0,0.27970859225464834,0.029,0.00010218349478157547,0.3605579868005364,0.34443779492333254,0.07139126508079811,0.054322774612292915,160.61144034543764,142.78142134340305,-0.006520335884978905,0.0087,9.196514514042065e-06,0.17400000000000002,3.653252449011058,3.8272524490110578,40613.10474390021
default RB,3000.0,779.777099609375,17.877216339111328,88.40682983398438,0.874321923443287,1.5622819156134116e-09,1.0,0.9179326507018685,0.029,0.028415462511906825,0.344127379558551,0.3170949346317815,0.07365003465602173,0.05427625676909569,160.61580513252224,150.81727844029956,-0.0075449663540215805,0.0087,0.0025573916673660275,0.203,3.6816679115229647,3.8846679115229645,40898.49018506881
default RB,3015.0,691.2794189453125,18.42728614807129,87.2895736694336,0.9999677259550718,0.0605074440214173,1.0,0.24399973881216896,0.029,0.032498951093539834,0.33328259134396343,0.3016507797799795,0.0733868083781746,0.05422480023482162,160.62028140619068,152.48395367151534,-0.00795313956060411,0.0087,0.0029249056801199914,0.232,3.7141668626165045,3.9461668626165047,41169.975886870794
default RB,3030.0,958.5170288085938,18.519060134887695,86.63378143310547,0.9949075674500123,0.9955409920571442,1.0,0.40429152201523444,0.029,0.0323344959421254,0.35988361428618904,0.3390452320403279,0.074532915797627,0.05418349873908824,160.62473061570924,152.65704049859778,-0.009196373159234196,0.0087,0.0029101046070456505,0.261,3.7465013585586298,4.007501358558629,41475.11659570709
default RB,3045.0,807.704833984375,19.18047523498535,86.2404556274414,0.9882213881065454,4.563726696998523e-09,1.0,0.16859378757565383,0.029,0.03211719511346272,0.3463690644769076,0.31801507128422,0.07538390216064526,0.05415670829406211,160.6294125306695,155.79671620199224,-0.007755551530324756,0.0087,0.002890547615289688,0.29000000000000004,3.7786185536720924,4.068618553672092,41761.33015986289
default RB,3060.0,707.35546875,19.4453182220459,88.02171325683594,0.15946187311647558,0.004894137877424029,1.0,0.08946794376243217,0.029,0.005182510876285456,0.3345390738378274,0.30201496018036034,0.07447076734176017,0.054149018950863104,160.63401717894078,155.47928753786255,-0.005345850595683934,0.0087,0.0004664259720593691,0.31900000000000006,3.7838010645483777,4.102801064548378,42033.143624025215
default RB,3075.0,948.4072875976562,17.885921478271484,89.63665008544922,0.016277985518996008,0.980691375908669,1.0,0.7233246357665711,0.029,0.0005290345293673702,0.35931620384425583,0.3375287441061748,0.0750638291457973,0.05411914397748988,160.638482520547,154.36828864399286,-0.006271711664647938,0.0087,4.7613108018413183e-05,0.3480000000000001,3.7843300990777453,4.132330099077746,42336.91949372077
default RB,3090.0,788.4637451171875,17.943307876586914,88.33028411865234,0.9999650320113602,1.1579921473166325e-08,1.0,0.2590902848803558,0.029,0.03249886354036921,0.3450872866829873,0.3160819071919885,0.07551226959299928,0.05406462947199034,160.64309379221393,156.4161065415974,-0.007774655053385534,0.0087,0.0029248976603150367,0.3770000000000001,3.8168289626181147,4.193828962618115,42621.393210193564
default RB,3105.0,674.8741455078125,17.98992347717285,87.52242279052734,0.9999406791890859,0.028123050591941163,1.0,0.37234947136571106,0.029,0.03249807207364529,0.331468539318393,0.2980258821988271,0.07425903533176513,0.05401004229186849,160.64756569470592,155.32279161756742,-0.007839462391683257,0.0087,0.0029248265281319615,0.40600000000000014,3.84932703469176,4.25532703469176,42889.61650417251
